laureate_id,awardYear,category,prize,motivation,portion,laureate_type,full_Name,gender,birth_city,birth_country,birth_continent,organization_name,organization_city,organization_country,death_city,death_country,iso_alpha,birth_date_datetime,death_date_datetime,years_lived,dateAwarded_datetime,laureates_age_receiving_prize,decade,US_born_laureates,female_laureates,chemistry_category,physics_category,Literature_category,Peace_category,Physiology or Medicine,
74,490,1926,Peace,The Nobel Peace Prize 1926,for their crucial role in bringing about the Locarno Treaty,01-Feb,Individual,Aristide Briand,male,Nantes,France,Europe,,,,Paris,France,FRA,1862-03-28,07-03-1932,70,10-12-1926,65,1920,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
75,208,1948,Chemistry,The Nobel Prize in Chemistry 1948,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",1,Individual,Arne Wilhelm Kaurin Tiselius,male,Stockholm,Sweden,Europe,Uppsala University,Uppsala,Sweden,Uppsala,Sweden,SWE,10-08-1902,29-10-1971,69,04-11-1948,46,1940,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
76,111,1978,Physics,The Nobel Prize in Physics 1978,for their discovery of cosmic microwave background radiation,01-Apr,Individual,Arno Allan Penzias,male,Munich,Germany,Europe,Bell Laboratories,"Holmdel, NJ",USA,"San Francisco, CA",USA,DEU,26-04-1933,22-01-2024,91,17-10-1978,45,1970,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
77,960,2018,Physics,The Nobel Prize in Physics 2018,for the optical tweezers and their application to biological systems,01-Feb,Individual,Arthur Ashkin,male,"New York, NY",USA,North America,Bell Laboratories,"Holmdel, NJ",USA,"Rumson, NJ",USA,USA,02-09-1922,21-09-2020,98,02-10-2018,96,2010,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
78,920,2015,Physics,The Nobel Prize in Physics 2015,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",01-Feb,Individual,Arthur B. McDonald,male,"Sydney, Nova Scotia",Canada,North America,Queen's University,Kingston,Canada,,,CAN,29-08-1943,,,06-10-2015,72,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
79,33,1927,Physics,The Nobel Prize in Physics 1927,for his discovery of the effect named after him,01-Feb,Individual,Arthur Holly Compton,male,"Wooster, OH",USA,North America,University of Chicago,"Chicago, IL",USA,"Berkeley, CA",USA,USA,1892-09-10,15-03-1962,70,10-11-1927,35,1920,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
80,186,1929,Chemistry,The Nobel Prize in Chemistry 1929,for their investigations on the fermentation of sugar and fermentative enzymes,01-Feb,Individual,Arthur Harden,male,Manchester,United Kingdom,Europe,London University,London,United Kingdom,Bourne,United Kingdom,GBR,1865-10-12,17-06-1940,75,12-11-1929,64,1920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
81,499,1934,Peace,The Nobel Peace Prize 1934,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,1,Individual,Arthur Henderson,male,Glasgow,Scotland,Europe,,,,London,United Kingdom,,1863-09-13,20-10-1935,72,10-12-1934,71,1930,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
82,368,1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,01-Feb,Individual,Arthur Kornberg,male,"Brooklyn, NY",USA,North America,Stanford University,"Stanford, CA",USA,"Stanford, CA",USA,USA,03-03-1918,26-10-2007,90,15-10-1959,42,1950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
83,119,1981,Physics,The Nobel Prize in Physics 1981,for their contribution to the development of laser spectroscopy,01-Apr,Individual,Arthur Leonard Schawlow,male,"Mount Vernon, NY",USA,North America,Stanford University,"Stanford, CA",USA,"Palo Alto, CA",USA,USA,05-05-1921,28-04-1999,78,19-10-1981,60,1980,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
84,203,1945,Chemistry,The Nobel Prize in Chemistry 1945,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",1,Individual,Artturi Ilmari Virtanen,male,Helsinki,Finland,Europe,University of Helsinki,Helsinki,Finland,Helsinki,Finland,FIN,1895-01-15,11-11-1973,79,15-11-1945,51,1940,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
85,722,2000,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2000,for their discoveries concerning signal transduction in the nervous system,01-Mar,Individual,Arvid Carlsson,male,Uppsala,Sweden,Europe,Göteborg University,Gothenburg,Sweden,Gothenburg,Sweden,SWE,25-01-1923,29-06-2018,95,09-10-2000,78,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
86,310,1920,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1920,for his discovery of the capillary motor regulating mechanism,1,Individual,Schack August Steenberg Krogh,male,Grenå,Denmark,Europe,Copenhagen University,Copenhagen,Denmark,Copenhagen,Denmark,DNK,1874-11-15,13-09-1949,75,28-10-1920,46,1920,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
87,475,1909,Peace,The Nobel Peace Prize 1909,for their prominent position in the international movement for peace and arbitration,01-Feb,Individual,Auguste Marie François Beernaert,male,Ostend,Belgium,Europe,,,,Lucerne,Switzerland,BEL,1829-07-26,06-10-1912,83,10-12-1909,80,1900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
88,553,1991,Peace,The Nobel Peace Prize 1991,for her non-violent struggle for democracy and human rights,1,Individual,Aung San Suu Kyi,female,Yangon,Myanmar,Asia,,,,,,MMR,19-06-1945,,,14-10-1991,46,1990,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
89,780,2004,Chemistry,The Nobel Prize in Chemistry 2004,for the discovery of ubiquitin-mediated protein degradation,01-Mar,Individual,Avram Hershko,male,Karcag,Hungary,Europe,Technion - Israel Institute of Technology,Haifa,Israel,,,HUN,31-12-1937,,,06-10-2004,67,2000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
90,923,2015,Chemistry,The Nobel Prize in Chemistry 2015,for mechanistic studies of DNA repair,01-Mar,Individual,Aziz Sancar,male,Savur,Turkey,Asia,University of North Carolina,"Chapel Hill, NC",USA,,,,08-09-1946,,,07-10-2015,69,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
91,845,2009,Peace,The Nobel Peace Prize 2009,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1,Individual,Barack Hussein Obama,male,"Honolulu, HI",USA,North America,,,,,,USA,04-08-1961,,,09-10-2009,48,2000,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
92,428,1983,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1983,for her discovery of mobile genetic elements,1,Individual,Barbara McClintock,female,"Hartford, CT",USA,North America,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",USA,"Huntington, NY",USA,USA,16-06-1902,02-09-1992,90,10-10-1983,81,1980,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
93,942,2017,Physics,The Nobel Prize in Physics 2017,for decisive contributions to the LIGO detector and the observation of gravitational waves,01-Apr,Individual,Barry C. Barish,male,"Omaha, NE",USA,North America,LIGO/VIRGO Collaboration,,,,,USA,27-01-1936,,,03-10-2017,82,2010,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
94,789,2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2005,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,01-Feb,Individual,Barry J. Marshall,male,Kalgoorlie,Australia,Oceania,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,AUS,30-09-1951,,,03-10-2005,54,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
95,409,1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,01-Feb,Individual,Baruch S. Blumberg,male,"New York, NY",USA,North America,The Institute for Cancer Research,"Philadelphia, PA",USA,"Moffett Field, CA",USA,USA,28-07-1925,05-04-2011,86,14-10-1976,51,1970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
96,419,1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,01-Mar,Individual,Baruj Benacerraf,male,Caracas,Venezuela,South America,Harvard Medical School,"Boston, MA",USA,"Boston, MA",USA,,29-10-1920,02-08-2011,91,10-10-1980,60,1980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
97,1021,2022,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2022,for research on banks and financial crises,01-Mar,Individual,Ben S. Bernanke,male,"Augusta, GA",USA,North America,The Brookings Institution,"Washington, D.C.",USA,,,USA,13-12-1953,,,10-10-2011,58,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,103,1975,Physics,The Nobel Prize in Physics 1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,01-Mar,Individual,Ben Roy Mottelson,male,"Chicago, IL",USA,North America,Nordita,Copenhagen,Denmark,,,USA,09-07-1926,13-05-2022,96,17-10-1975,49,1970,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
99,936,2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2016,for their contributions to contract theory,01-Feb,Individual,Bengt Holmström,male,Helsinki,Finland,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,FIN,18-04-1949,,,10-10-2016,67,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,426,1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1982,for their discoveries concerning prostaglandins and related biologically active substances,01-Mar,Individual,Bengt I. Samuelsson,male,Halmstad,Sweden,Europe,Karolinska Institutet,Stockholm,Sweden,Mölle,Sweden,SWE,21-05-1934,05-07-2024,90,11-10-1982,48,1980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101,1002,2021,Chemistry,The Nobel Prize in Chemistry 2021,for the development of asymmetric organocatalysis,01-Feb,Individual,Benjamin List,male,Frankfurt-on-the-Main,Germany,Europe,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,,,DEU,11-01-1968,,,06-10-2021,54,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
102,933,2016,Chemistry,The Nobel Prize in Chemistry 2016,for the design and synthesis of molecular machines,01-Mar,Individual,Bernard L. Feringa,male,Barger-Compascuum,the Netherlands,Europe,University of Groningen,Groningen,Netherlands,,,,18-05-1951,,,05-10-2016,65,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
103,345,1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1947,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,01-Feb,Individual,Bernardo Alberto Houssay,male,Buenos Aires,Argentina,South America,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,Buenos Aires,Argentina,ARG,1887-04-10,21-09-1971,84,23-10-1947,61,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
104,445,1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1991,for their discoveries concerning the function of single ion channels in cells,01-Feb,Individual,Bert Sakmann,male,Stuttgart,Germany,Europe,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany,,,DEU,12-06-1942,,,07-10-1991,49,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
105,468,1905,Peace,The Nobel Peace Prize 1905,for her audacity to oppose the horrors of war,1,Individual,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",female,Prague,Czech Republic,Europe,,,,Vienna,Austria,,1843-06-09,21-06-1914,71,10-12-1905,63,1900,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
106,689,1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1977,for their pathbreaking contribution to the theory of international trade and international capital movements,01-Feb,Individual,Bertil Ohlin,male,Klippan,Sweden,Europe,Stockholm School of Economics,Stockholm,Sweden,Vålådalen,Sweden,SWE,1899-04-23,03-08-1979,80,14-10-1977,78,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,145,1994,Physics,The Nobel Prize in Physics 1994,for the development of neutron spectroscopy,01-Feb,Individual,Bertram N. Brockhouse,male,"Lethbridge, Alberta",Canada,North America,McMaster University,"Hamilton, Ontario",Canada,"Hamilton, Ontario",Canada,CAN,15-07-1918,13-10-2003,85,12-10-1994,76,1990,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
108,621,1950,Literature,The Nobel Prize in Literature 1950,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,1,Individual,Earl (Bertrand Arthur William) Russell,male,Trelleck,United Kingdom,Europe,,,,Penrhyndeudraeth,United Kingdom,GBR,1872-05-18,02-02-1970,98,10-11-1950,78,1950,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
109,535,1976,Peace,The Nobel Peace Prize 1976,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,01-Feb,Individual,Elizabeth Williams,female,Belfast,Northern Ireland,Europe,,,,Belfast,Northern Ireland,,22-05-1943,17-03-2020,77,10-10-1977,34,1970,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
110,572,1903,Literature,The Nobel Prize in Literature 1903,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",1,Individual,Bjørnstjerne Martinus Bjørnson,male,Kvikne,Norway,Europe,,,,Paris,France,NOR,1832-12-08,26-04-1910,77,19-11-1903,71,1900,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
111,937,2016,Literature,The Nobel Prize in Literature 2016,for having created new poetic expressions within the great American song tradition,1,Individual,Bob Dylan,male,"Duluth, MN",USA,North America,,,,,,USA,24-05-1941,,,13-10-2016,75,2010,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
112,629,1958,Literature,The Nobel Prize in Literature 1958,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,1,Individual,Boris Leonidovich Pasternak,male,Moscow,Russia,Europe,,,,Peredelkino,Russia,,1890-02-10,30-05-1960,70,28-10-1958,69,1950,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
113,99,1973,Physics,The Nobel Prize in Physics 1973,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",01-Feb,Individual,Brian David Josephson,male,Cardiff,United Kingdom,Europe,University of Cambridge,Cambridge,United Kingdom,,,GBR,04-01-1940,,,23-10-1973,34,1970,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
114,879,2012,Chemistry,The Nobel Prize in Chemistry 2012,for studies of G-protein-coupled receptors,01-Feb,Individual,Brian K. Kobilka,male,"Little Falls, MN",USA,North America,Stanford University School of Medicine,"Stanford, CA",USA,,,USA,30-05-1955,,,10-10-2012,57,2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
115,865,2011,Physics,The Nobel Prize in Physics 2011,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,01-Apr,Individual,Brian P. Schmidt,male,"Missoula, MT",USA,North America,Australian National University,Weston Creek,Australia,,,USA,24-02-1967,,,04-10-2011,45,2010,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
116,861,2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2011,for their discoveries concerning the activation of innate immunity,01-Apr,Individual,Bruce A. Beutler,male,"Chicago, IL",USA,North America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,USA,29-12-1957,,,03-10-2011,54,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
117,261,1984,Chemistry,The Nobel Prize in Chemistry 1984,for his development of methodology for chemical synthesis on a solid matrix,1,Individual,Robert Bruce Merrifield,male,"Fort Worth, TX",USA,North America,Rockefeller University,"New York, NY",USA,"Cresskill, NJ",USA,USA,15-07-1921,14-05-2006,85,17-10-1984,63,1980,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,105,1976,Physics,The Nobel Prize in Physics 1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,01-Feb,Individual,Burton Richter,male,"Brooklyn, NY",USA,North America,Stanford Linear Accelerator Center,"Stanford, CA",USA,"Stanford, CA",USA,USA,22-03-1931,18-07-2018,87,18-10-1976,46,1970,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
119,34,1927,Physics,The Nobel Prize in Physics 1927,for his method of making the paths of electrically charged particles visible by condensation of vapour,01-Feb,Individual,Charles Thomson Rees Wilson,male,Glencorse,Scotland,Europe,University of Cambridge,Cambridge,United Kingdom,Carlops,Scotland,,1869-02-14,15-11-1959,91,10-11-1927,59,1920,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
120,298,1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1906,in recognition of their work on the structure of the nervous system,01-Feb,Individual,Camillo Golgi,male,Corteno,Italy,Europe,Pavia University,Pavia,Italy,Pavia,Italy,ITA,1843-07-07,21-01-1926,83,25-10-1906,63,1900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
121,666,1989,Literature,The Nobel Prize in Literature 1989,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",1,Individual,Camilo José Cela,male,Iria Flavia,Spain,Europe,,,,Madrid,Spain,ESP,11-05-1916,17-01-2002,86,09-10-1989,73,1980,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
122,189,1931,Chemistry,The Nobel Prize in Chemistry 1931,in recognition of their contributions to the invention and development of chemical high pressure methods,01-Feb,Individual,Carl Bosch,male,Cologne,Germany,Europe,University of Heidelberg,Heidelberg,Germany,Heidelberg,Germany,DEU,1874-08-27,26-04-1940,66,12-11-1931,57,1930,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
123,343,1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1947,for their discovery of the course of the catalytic conversion of glycogen,01-Apr,Individual,Carl Ferdinand Cori,male,Prague,Czech Republic,Europe,Washington University,"St. Louis, MO",USA,"Cambridge, MA",USA,,1896-12-05,20-10-1984,88,23-10-1947,51,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
