laureate_id,awardYear,category,prize,motivation,portion,laureate_type,full_Name,gender,birth_city,birth_country,birth_continent,organization_name,organization_city,organization_country,death_city,death_country,iso_alpha,birth_date_datetime,death_date_datetime,years_lived,dateAwarded_datetime,laureates_age_receiving_prize,decade,US_born_laureates,female_laureates,chemistry_category,physics_category,Literature_category,Peace_category,Physiology or Medicine,
205,264,1986,Chemistry,The Nobel Prize in Chemistry 1986,for their contributions concerning the dynamics of chemical elementary processes,01-Mar,Individual,Dudley R. Herschbach,male,"San José, CA",USA,North America,Harvard University,"Cambridge, MA",USA,,,USA,18-06-1932,,,15-10-1986,54,1980,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
206,443,1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1990,for their discoveries concerning organ and cell transplantation in the treatment of human disease,01-Feb,Individual,E. Donnall Thomas,male,"Mart, TX",USA,North America,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,"Seattle, WA",USA,USA,15-03-1920,20-10-2012,93,08-10-1990,71,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
207,59,1952,Physics,The Nobel Prize in Physics 1952,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,01-Feb,Individual,Edward Mills Purcell,male,"Taylorville, IL",USA,North America,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,USA,30-08-1912,07-03-1997,85,06-11-1952,40,1950,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
208,397,1971,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1971,for his discoveries concerning the mechanisms of the action of hormones,1,Individual,"Earl W. Sutherland, Jr.",male,"Burlingame, KS",USA,North America,Vanderbilt University,"Nashville, TN",USA,"Miami, FL",USA,USA,19-11-1915,09-03-1974,58,14-10-1971,56,1970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
209,324,1932,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1932,for their discoveries regarding the functions of neurons,01-Feb,Individual,Edgar Douglas Adrian,male,London,United Kingdom,Europe,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,GBR,1889-11-30,08-08-1977,88,27-10-1932,43,1930,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
210,446,1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1992,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,01-Feb,Individual,Edmond H. Fischer,male,Shanghai,China,Asia,University of Washington,"Seattle, WA",USA,"Seattle, WA",USA,CHN,06-04-1920,27-08-2021,101,12-10-1992,73,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
211,807,2006,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2006,for his analysis of intertemporal tradeoffs in macroeconomic policy,1,Individual,Edmund S. Phelps,male,"Evanston, IL",USA,North America,Columbia University,"New York, NY",USA,,,USA,26-07-1933,,,09-10-2006,73,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,166,1907,Chemistry,The Nobel Prize in Chemistry 1907,for his biochemical researches and his discovery of cell-free fermentation,1,Individual,Eduard Buchner,male,Munich,Germany,Europe,Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,Focsani,Romania,DEU,1860-05-20,13-08-1917,57,12-11-1907,47,1900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
213,905,2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2014,for their discoveries of cells that constitute a positioning system in the brain,01-Apr,Individual,Edvard I. Moser,male,Ålesund,Norway,Europe,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,NOR,27-04-1962,,,06-10-2014,52,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
214,336,1943,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1943,for his discovery of the chemical nature of vitamin K,01-Feb,Individual,Edward Adelbert Doisy,male,"Hume, IL",USA,North America,Saint Louis University,"St. Louis, MO",USA,"St. Louis, MO",USA,USA,1893-11-13,23-10-1986,93,26-10-1944,51,1940,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
215,452,1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1995,for their discoveries concerning the genetic control of early embryonic development,01-Mar,Individual,Edward B. Lewis,male,"Wilkes-Barre, PA",USA,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,USA,20-05-1918,21-07-2004,86,09-10-1995,77,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
216,349,1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1950,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",01-Mar,Individual,Edward Calvin Kendall,male,"South Norwalk, CT",USA,North America,Mayo Clinic,"Rochester, MN",USA,"Princeton, NJ",USA,USA,1886-03-08,04-05-1972,86,26-10-1950,65,1950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
217,787,2004,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,01-Feb,Individual,Edward C. Prescott,male,"Glens Falls, NY",USA,North America,Arizona State University,"Tempe, AZ",USA,"Paradise Valley, AZ",USA,USA,26-12-1940,06-11-2022,82,11-10-2004,64,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,365,1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1958,for their discovery that genes act by regulating definite chemical events,01-Apr,Individual,Edward Lawrie Tatum,male,"Boulder, CO",USA,North America,Rockefeller Institute for Medical Research,"New York, NY",USA,"New York, NY",USA,USA,14-12-1909,05-11-1975,66,30-10-1958,49,1950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
219,52,1947,Physics,The Nobel Prize in Physics 1947,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,1,Individual,Sir Edward Victor Appleton,male,Bradford,United Kingdom,Europe,Department of Scientific and Industrial Research,London,United Kingdom,Edinburgh,Scotland,GBR,1892-09-06,21-04-1965,73,13-11-1947,55,1940,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
220,447,1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1992,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,01-Feb,Individual,Edwin G. Krebs,male,"Lansing, IA",USA,North America,University of Washington,"Seattle, WA",USA,"Seattle, WA",USA,USA,06-06-1918,21-12-2009,92,12-10-1992,74,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
221,212,1951,Chemistry,The Nobel Prize in Chemistry 1951,for their discoveries in the chemistry of the transuranium elements,01-Feb,Individual,Edwin Mattison McMillan,male,"Redondo Beach, CA",USA,North America,University of California,"Berkeley, CA",USA,"El Cerrito, CA",USA,USA,18-09-1907,07-09-1991,84,15-11-1951,44,1950,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
222,348,1949,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1949,for his discovery of the therapeutic value of leucotomy in certain psychoses,01-Feb,Individual,António Caetano de Abreu Freire Egas Moniz,male,Avanca,Portugal,Europe,University of Lisbon,Lisbon,Portugal,Lisbon,Portugal,PRT,1874-11-29,13-12-1955,81,27-10-1949,75,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
223,852,2010,Chemistry,The Nobel Prize in Chemistry 2010,for palladium-catalyzed cross couplings in organic synthesis,01-Mar,Individual,Ei-ichi Negishi,male,Changchun,China,Asia,Purdue University,"West Lafayette, IN",USA,"Indianapolis, IN",USA,CHN,14-07-1935,06-06-2021,86,06-10-2010,75,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
224,533,1974,Peace,The Nobel Peace Prize 1974,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,01-Feb,Individual,Eisaku Satō,male,Tabuse,Japan,Asia,,,,Tokyo,Japan,JPN,27-03-1901,03-06-1975,74,09-10-1974,74,1970,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
225,782,2004,Literature,The Nobel Prize in Literature 2004,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,1,Individual,Elfriede Jelinek,female,Mürzzuschlag,Austria,Europe,,,,,,AUT,20-10-1946,,,07-10-2004,58,2000,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
226,658,1981,Literature,The Nobel Prize in Literature 1981,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1,Individual,Elias Canetti,male,Ruse,Bulgaria,Europe,,,,Zurich,Switzerland,BGR,25-07-1905,14-08-1994,89,15-10-1981,76,1980,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
227,275,1990,Chemistry,The Nobel Prize in Chemistry 1990,for his development of the theory and methodology of organic synthesis,1,Individual,Elias James Corey,male,"Methuen, MA",USA,North America,Harvard University,"Cambridge, MA",USA,,,USA,12-07-1928,,,17-10-1990,62,1990,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
228,464,1902,Peace,The Nobel Peace Prize 1902,for his untiring and skilful directorship of the Bern Peace Bureau,01-Feb,Individual,Élie Ducommun,male,Geneva,Switzerland,Europe,,,,Bern,Switzerland,CHE,1833-02-19,07-12-1906,74,10-12-1902,70,1900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
229,548,1986,Peace,The Nobel Peace Prize 1986,"for being a messenger to mankind: his message is one of peace, atonement and dignity",1,Individual,Elie Wiesel,male,Sighet,Romania,Europe,,,,"New York, NY",USA,ROU,30-09-1928,02-07-2016,88,14-10-1986,58,1980,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
230,480,1912,Peace,The Nobel Peace Prize 1912,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,1,Individual,Elihu Root,male,"Clinton, NY",USA,North America,,,,"New York, NY",USA,USA,1845-02-15,07-02-1937,92,10-12-1913,69,1910,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
231,846,2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2009,"for her analysis of economic governance, especially the commons",01-Feb,Individual,Elinor Ostrom,female,"Los Angeles, CA",USA,North America,Indiana University,"Bloomington, IN",USA,"Bloomington, IN",USA,USA,07-08-1933,12-06-2012,79,12-10-2009,76,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
232,835,2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2009,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,01-Mar,Individual,Elizabeth H. Blackburn,female,"Hobart, Tasmania",Australia,Oceania,University of California,"San Francisco, CA",USA,,,AUS,26-11-1948,,,05-10-2009,61,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
233,869,2011,Peace,The Nobel Peace Prize 2011,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,01-Mar,Individual,Ellen Johnson Sirleaf,female,Monrovia,Liberia,Africa,,,,,,LBR,29-10-1938,,,07-10-2011,73,2010,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
234,161,1902,Chemistry,The Nobel Prize in Chemistry 1902,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,1,Individual,Hermann Emil Fischer,male,Euskirchen,Germany,Europe,Berlin University,Berlin,Germany,Berlin,Germany,DEU,1852-10-09,15-07-1919,67,11-11-1902,50,1900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
235,293,1901,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1901,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",1,Individual,Emil Adolf von Behring,male,Lawice,Poland,Europe,Marburg University,Marburg,Germany,Marburg,Germany,POL,1854-03-15,31-03-1917,63,30-10-1901,48,1900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
236,72,1959,Physics,The Nobel Prize in Physics 1959,for their discovery of the antiproton,01-Feb,Individual,Emilio Gino Segrè,male,Tivoli,Italy,Europe,University of California,"Berkeley, CA",USA,"Lafayette, CA",USA,ITA,01-02-1905,22-04-1989,84,26-10-1959,55,1950,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
237,506,1946,Peace,The Nobel Peace Prize 1946,for her lifelong work for the cause of peace,01-Feb,Individual,Emily Greene Balch,female,"Boston, MA",USA,North America,,,,"Cambridge, MA",USA,USA,1867-01-08,09-01-1961,94,14-11-1946,80,1940,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
238,991,2020,Chemistry,The Nobel Prize in Chemistry 2020,for the development of a method for genome editing,01-Feb,Individual,Emmanuelle Charpentier,female,Juvisy-sur-Orge,France,Europe,Max Planck Unit for the Science of Pathogens,Berlin,Germany,,,FRA,11-12-1968,,,07-10-2020,52,2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
239,46,1938,Physics,The Nobel Prize in Physics 1938,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",1,Individual,Enrico Fermi,male,Rome,Italy,Europe,Rome University,Rome,Italy,"Chicago, IL",USA,ITA,29-09-1901,28-11-1954,53,10-11-1938,37,1930,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
240,909,2014,Chemistry,The Nobel Prize in Chemistry 2014,for the development of super-resolved fluorescence microscopy,01-Mar,Individual,Eric Betzig,male,"Ann Arbor, MI",USA,North America,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",USA,,,USA,13-01-1960,,,08-10-2014,55,2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
241,738,2001,Physics,The Nobel Prize in Physics 2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",01-Mar,Individual,Eric A. Cornell,male,"Palo Alto, CA",USA,North America,"University of Colorado, JILA","Boulder, CO",USA,,,USA,19-12-1961,,,09-10-2001,40,2000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
242,454,1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1995,for their discoveries concerning the genetic control of early embryonic development,01-Mar,Individual,Eric F. Wieschaus,male,"South Bend, IN",USA,North America,Princeton University,"Princeton, NJ",USA,,,USA,08-06-1947,,,09-10-1995,48,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
243,724,2000,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2000,for their discoveries concerning signal transduction in the nervous system,01-Mar,Individual,Eric R. Kandel,male,Vienna,Austria,Europe,Columbia University,"New York, NY",USA,,,AUT,07-11-1929,,,09-10-2000,71,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
244,821,2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2007,for having laid the foundations of mechanism design theory,01-Mar,Individual,Eric S. Maskin,male,"New York, NY",USA,North America,Institute for Advanced Study,"Princeton, NJ",USA,,,USA,12-12-1950,,,15-10-2007,57,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,604,1931,Literature,The Nobel Prize in Literature 1931,The poetry of Erik Axel Karlfeldt,1,Individual,Erik Axel Karlfeldt,male,Karlbo,Sweden,Europe,,,,Stockholm,Sweden,SWE,1864-07-20,08-04-1931,67,08-11-1931,67,1930,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
246,625,1954,Literature,The Nobel Prize in Literature 1954,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",1,Individual,Ernest Miller Hemingway,male,"Oak Park, IL",USA,North America,,,,"Ketchum, ID",USA,USA,1899-07-21,02-07-1961,62,28-10-1954,55,1950,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
247,47,1939,Physics,The Nobel Prize in Physics 1939,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",1,Individual,Ernest Orlando Lawrence,male,"Canton, SD",USA,North America,University of California,"Berkeley, CA",USA,"Palo Alto, CA",USA,USA,08-08-1901,27-08-1958,57,09-11-1939,38,1930,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
248,167,1908,Chemistry,The Nobel Prize in Chemistry 1908,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",1,Individual,Ernest Rutherford,male,Nelson,New Zealand,Oceania,Victoria University,Manchester,United Kingdom,Cambridge,United Kingdom,NZL,1871-08-30,19-10-1937,66,10-11-1908,37,1900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
249,57,1951,Physics,The Nobel Prize in Physics 1951,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,01-Feb,Individual,Ernest Thomas Sinton Walton,male,Dungarvan,Ireland,Europe,Trinity College,Dublin,Ireland,Belfast,Northern Ireland,IRL,06-10-1903,25-06-1995,92,15-11-1951,48,1950,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
250,471,1907,Peace,The Nobel Peace Prize 1907,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",01-Feb,Individual,Ernesto Teodoro Moneta,male,Milan,Italy,Europe,,,,Milan,Italy,ITA,1833-09-20,10-02-1918,84,10-12-1907,74,1900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
251,340,1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1945,for the discovery of penicillin and its curative effect in various infectious diseases,01-Mar,Individual,Ernst Boris Chain,male,Berlin,Germany,Europe,University of Oxford,Oxford,United Kingdom,Mulrany,Ireland,DEU,19-06-1906,12-08-1979,73,25-10-1945,39,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
252,244,1973,Chemistry,The Nobel Prize in Chemistry 1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",01-Feb,Individual,Ernst Otto Fischer,male,Munich,Germany,Europe,Technical University,Munich,Germany,Munich,Germany,DEU,10-11-1918,23-07-2007,89,23-10-1973,55,1970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,127,1986,Physics,The Nobel Prize in Physics 1986,"for his fundamental work in electron optics, and for the design of the first electron microscope",01-Feb,Individual,Ernst Ruska,male,Heidelberg,Germany,Europe,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,West Berlin,Germany,DEU,25-12-1906,27-05-1988,81,15-10-1986,80,1980,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
254,444,1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1991,for their discoveries concerning the function of single ion channels in cells,01-Feb,Individual,Erwin Neher,male,Landsberg,Germany,Europe,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,,,DEU,20-03-1944,,,07-10-1991,48,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
255,39,1933,Physics,The Nobel Prize in Physics 1933,for the discovery of new productive forms of atomic theory,01-Feb,Individual,Erwin Schrödinger,male,Vienna,Austria,Europe,Berlin University,Berlin,Germany,Vienna,Austria,AUT,1887-08-12,04-01-1961,73,09-11-1933,46,1930,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
256,983,2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,for their experimental approach to alleviating global poverty,01-Mar,Individual,Esther Duflo,female,Paris,France,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,FRA,25-10-1972,,,14-10-2019,47,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
257,894,2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2013,for their empirical analysis of asset prices,01-Mar,Individual,Eugene F. Fama,male,"Boston, MA",USA,North America,University of Chicago,"Chicago, IL",USA,,,USA,14-02-1939,,,14-10-2013,75,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,608,1936,Literature,The Nobel Prize in Literature 1936,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",1,Individual,Eugene Gladstone O'Neill,male,"New York, NY",USA,North America,,,,"Boston, MA",USA,USA,1888-10-16,27-11-1953,65,12-11-1936,48,1930,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
259,78,1963,Physics,The Nobel Prize in Physics 1963,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",01-Feb,Individual,Eugene Paul Wigner,male,Budapest,Hungary,Europe,Princeton University,"Princeton, NJ",USA,"Princeton, NJ",USA,HUN,17-11-1902,01-01-1995,92,05-11-1963,61,1960,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
260,651,1975,Literature,The Nobel Prize in Literature 1975,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",1,Individual,Eugenio Montale,male,Genoa,Italy,Europe,,,,Milan,Italy,ITA,1896-10-12,12-09-1981,85,23-10-1975,79,1970,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
261,881,2012,Peace,The Nobel Peace Prize 2012,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",1,Organization,European Union,Organization,,,,,,,,,,,,,12-10-2012,,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
262,649,1974,Literature,The Nobel Prize in Literature 1974,"for a narrative art, far-seeing in lands and ages, in the service of freedom",01-Feb,Individual,Eyvind Johnson,male,Svartbjörnsbyn,Sweden,Europe,,,,Stockholm,Sweden,SWE,29-07-1901,25-08-1976,75,03-10-1974,73,1970,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
263,929,2016,Physics,The Nobel Prize in Physics 2016,for theoretical discoveries of topological phase transitions and topological phases of matter,01-Apr,Individual,F. Duncan M. Haldane,male,London,United Kingdom,Europe,Princeton University,"Princeton, NJ",USA,,,GBR,14-09-1951,,,04-10-2016,65,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
264,283,1995,Chemistry,The Nobel Prize in Chemistry 1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",01-Mar,Individual,F. Sherwood Rowland,male,"Delaware, OH",USA,North America,University of California,"Irvine, CA",USA,"Corona del Mar, CA",USA,USA,28-06-1927,10-03-2012,85,11-10-1995,68,1990,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
265,556,1993,Peace,The Nobel Peace Prize 1993,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",01-Feb,Individual,Frederik Willem de Klerk,male,Johannesburg,South Africa,Africa,,,,Cape Town,South Africa,ZAF,18-03-1936,11-11-2021,86,15-10-1993,58,1990,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
266,58,1952,Physics,The Nobel Prize in Physics 1952,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,01-Feb,Individual,Felix Bloch,male,Zurich,Switzerland,Europe,Stanford University,"Stanford, CA",USA,Zurich,Switzerland,CHE,23-10-1905,10-09-1983,78,06-11-1952,47,1950,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
267,379,1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1964,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,01-Feb,Individual,Feodor Lynen,male,Munich,Germany,Europe,Max-Planck-Institut für Zellchemie,Munich,Germany,Munich,Germany,DEU,06-04-1911,06-08-1979,68,15-10-1964,54,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
268,14,1909,Physics,The Nobel Prize in Physics 1909,in recognition of their contributions to the development of wireless telegraphy,01-Feb,Individual,Karl Ferdinand Braun,male,Fulda,Germany,Europe,Strasbourg University,Strasbourg,France,"Brooklyn, NY",USA,DEU,1850-06-06,20-04-1918,68,09-11-1909,59,1900,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
269,492,1927,Peace,The Nobel Peace Prize 1927,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,01-Feb,Individual,Ferdinand Buisson,male,Paris,France,Europe,,,,Thieuloy-Saint-Antoine,France,FRA,1841-12-20,16-02-1932,90,10-12-1927,86,1920,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
270,1027,2023,Physics,The Nobel Prize in Physics 2023,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,01-Mar,Individual,Ferenc Krausz,male,Mór,Hungary,Europe,Max Planck Institute of Quantum Optics,Garching,Germany,,,HUN,17-05-1962,,,03-10-2023,61,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
271,460,1998,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,01-Mar,Individual,Ferid Murad,male,"Whiting, IN",USA,North America,University of Texas Medical School at Houston,"Houston, TX",USA,"Menlo Park, CL",USA,USA,14-09-1936,04-09-2023,87,12-10-1998,62,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
272,786,2004,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,01-Feb,Individual,Finn E. Kydland,male,Gjesdal,Norway,Europe,Carnegie Mellon University,"Pittsburgh, PA",USA,,,NOR,01-12-1943,,,11-10-2004,61,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,963,2018,Chemistry,The Nobel Prize in Chemistry 2018,for the directed evolution of enzymes,01-Feb,Individual,Frances H. Arnold,female,"Pittsburgh, PA",USA,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,USA,25-07-1956,,,03-10-2018,62,2010,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
274,372,1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,01-Mar,Individual,Francis Harry Compton Crick,male,Northampton,United Kingdom,Europe,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,"San Diego, CA",USA,GBR,08-06-1916,28-07-2004,88,18-10-1962,46,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
275,180,1922,Chemistry,The Nobel Prize in Chemistry 1922,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1,Individual,Francis William Aston,male,Harborne,United Kingdom,Europe,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,GBR,1877-09-01,20-11-1945,68,09-11-1922,45,1920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
276,699,1985,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1985,for his pioneering analyses of saving and of financial markets,1,Individual,Franco Modigliani,male,Rome,Italy,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,ITA,18-06-1918,25-09-2003,85,15-10-1985,67,1980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
